1;1;25643275;25499491
1;2;402983;140617
1;3;252243;120814
1;4;247219;127996
1;5;276383;114388
1;6;190267;115243
1;7;247980;166912
1;8;251961;135045
1;9;941444;150523
1;10;658342;140873
2;1;300977;159214
2;2;397195;262648
2;3;271274;319525
2;4;202293;117007
2;5;441108;157894
2;6;262228;282318
2;7;186991;148949
2;8;267167;193637
2;9;250550;136644
2;10;312222;150546
4;1;251268;115645
4;2;364499;2800383
4;3;683087;252748
4;4;290982;137204
4;5;671586;1207324
4;6;282518;166634
4;7;278819;116101
4;8;325135;124134
4;9;284277;178514
4;10;311323;133726
8;1;483002;172340
8;2;1857077;260307
8;3;327824;145246
8;4;346218;165855
8;5;242778;142100
8;6;275946;143272
8;7;452580;237163
8;8;289428;310746
8;9;1073190;269423
8;10;340855;122138
16;1;1286596;295655
16;2;329115;178322
16;3;273338;148307
16;4;368394;268392
16;5;337689;1307496
16;6;344691;148741
16;7;257887;192023
16;8;284412;158833
16;9;280811;2877266
16;10;289960;171693
32;1;351115;1156674
32;2;343663;255262
32;3;376682;259739
32;4;11253384;2367873
32;5;536706;147016
32;6;341158;131180
32;7;285295;135329
32;8;353043;184751
32;9;265886;118401
32;10;348595;126848
64;1;406843;201285
64;2;368079;486718
64;3;1098413;4453154
64;4;1435633;785244
64;5;698572;200667
64;6;688402;365557
64;7;333658;187207
64;8;883674;203544
64;9;308026;191843
64;10;330943;211813
128;1;14538726;540276
128;2;919943;539374
128;3;567902;362735
128;4;729535;343771
128;5;531632;357616
128;6;1526992;4851297
128;7;563145;359779
128;8;429199;357326
128;9;808180;717213
128;10;676035;1077613
256;1;910268;632933
256;2;698755;715309
256;3;664833;586965
256;4;1550832;561945
256;5;678359;618795
256;6;682907;540911
256;7;19531094;1090164
256;8;685139;544322
256;9;1093443;517991
256;10;1802627;582632
512;1;1056197;966977
512;2;1082071;966390
512;3;975391;956978
512;4;1037590;985658
512;5;1079054;1112493
512;6;1028325;945157
512;7;2108759;1201510
512;8;920514;1032832
512;9;1236463;1068275
512;10;955159;993116
1024;1;1649620;3448061
1024;2;2019585;1753878
1024;3;10369225;1727087
1024;4;1751130;1687533
1024;5;3638249;6135817
1024;6;1730404;1487050
1024;7;2068698;1470136
1024;8;17968629;2311591
1024;9;3213936;23322915
1024;10;1742431;1593169
2048;1;12195776;16757776
2048;2;2088439;2962983
2048;3;1842234;3230559
2048;4;1893856;2165669
2048;5;1870798;6347658
2048;6;1852989;1943913
2048;7;2252374;1987242
2048;8;2192274;1657555
2048;9;1867032;2138148
2048;10;1920927;2179030
4096;1;3461354;3517155
4096;2;3479402;4195360
4096;3;3470693;3628842
4096;4;3496222;3759517
4096;5;3593057;3396475
4096;6;4320926;3451581
4096;7;5498845;4139615
4096;8;3590190;3680375
4096;9;3465067;2780131
4096;10;3297439;7343815
8192;1;6464886;5742109
8192;2;132793814;7172822
8192;3;9355034;5705285
8192;4;5951454;17665379
8192;5;7198500;32081260
8192;6;8473906;5223394
8192;7;5192878;5099776
8192;8;5345563;5692418
8192;9;5513869;7685004
8192;10;5405921;11982555
16384;1;11399049;32861656
16384;2;33364780;18737165
16384;3;28848172;28963055
16384;4;27057143;17012446
16384;5;11520296;25697671
16384;6;19104190;16830432
16384;7;16082644;53778465
16384;8;42307441;17933190
16384;9;11800519;14163127
16384;10;10385171;26683726
32768;1;46557798;46654201
32768;2;78042022;95285325
32768;3;19889701;19569516
32768;4;24136407;21014170
32768;5;19759965;20263326
32768;6;19976955;25025364
32768;7;30589326;37296042
32768;8;19925052;19580616
32768;9;20850103;18492253
32768;10;19455754;16043123
65536;1;38628726;54523901
65536;2;46063030;57247961
65536;3;38401794;27767422
65536;4;43585926;22817287
65536;5;28925965;24175028
65536;6;34228117;24189760
65536;7;38943658;71129363
65536;8;34215204;24018279
65536;9;30918451;25234479
65536;10;41060240;36741459
